county,state,state_encoded,total_non_english_speakers_18_64,foreign_born_population,spanish_speakers_total,spanish_eng_very_well,spanish_eng_well,spanish_eng_not_well,spanish_eng_not_at_all,indo_euro_speakers_total,indo_euro_eng_very_well,indo_euro_eng_well,indo_euro_eng_not_well,indo_euro_eng_not_at_all,asian_pac_speakers_total,asian_pac_eng_very_well,asian_pac_eng_well,asian_pac_eng_not_well,asian_pac_eng_not_at_all,other_lang_speakers_total,other_lang_eng_very_well,other_lang_eng_well,other_lang_eng_not_well,other_lang_eng_not_at_all,total_enrolled_in_school,enrolled_college_or_grad_school,median_household_income_usd
Union County,Tennessee,43,11691,81.0,200,158,30,7,5,82,64,18,0,0,0,0,0,0,0,0,0,0,0,0,3977,509,57094
Van Buren County,Tennessee,43,3284,14.0,71,50,21,0,0,140,63,77,0,0,0,0,0,0,0,0,0,0,0,0,1091,129,44730
Warren County,Tennessee,43,22193,2092.0,1524,648,475,193,208,398,360,0,38,0,34,0,34,0,0,46,46,0,0,0,8530,1017,52948
Washington County,Tennessee,43,79136,5047.0,2131,1043,417,457,214,979,852,107,18,2,683,413,150,120,0,828,620,160,48,0,31469,9899,58507
Wayne County,Tennessee,43,9882,204.0,226,173,0,48,5,130,40,79,11,0,24,24,0,0,0,0,0,0,0,0,2993,599,49360
Weakley County,Tennessee,43,20069,656.0,317,208,56,13,40,94,22,72,0,0,194,51,104,39,0,31,31,0,0,0,8501,3522,47769
White County,Tennessee,43,15407,357.0,233,231,2,0,0,71,71,0,0,0,70,49,21,0,0,42,42,0,0,0,5102,556,48220
Williamson County,Tennessee,43,133476,20336.0,5956,4072,1065,765,54,3760,3238,387,128,7,4873,3441,1069,310,53,619,487,106,26,0,69085,9379,125943
Wilson County,Tennessee,43,83325,8381.0,3546,1711,721,877,237,2207,1966,188,53,0,966,656,210,93,7,851,470,223,158,0,35583,5012,89462
Anderson County,Texas,44,32582,3394.0,5205,3730,607,586,282,139,105,28,6,0,303,63,119,121,0,247,194,41,12,0,11114,2574,57445
Andrews County,Texas,44,5982,3222.0,4909,2917,841,720,431,5,5,0,0,0,16,16,0,0,0,73,73,0,0,0,5219,786,86458
Angelina County,Texas,44,40019,7555.0,9575,5878,1558,1602,537,209,186,8,15,0,365,235,48,82,0,333,321,12,0,0,20877,3332,57055
Aransas County,Texas,44,10158,1025.0,2775,2404,351,20,0,108,108,0,0,0,170,6,114,50,0,4,4,0,0,0,4312,746,58168
Archer County,Texas,44,4511,415.0,323,146,96,61,20,65,65,0,0,0,5,2,3,0,0,0,0,0,0,0,1936,334,69954
Armstrong County,Texas,44,895,48.0,41,41,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,432,95,70417
Atascosa County,Texas,44,16605,3850.0,11881,8291,1951,1370,269,165,165,0,0,0,56,56,0,0,0,75,0,75,0,0,11893,1082,67442
Austin County,Texas,44,12736,2853.0,4012,2602,642,543,225,301,301,0,0,0,111,111,0,0,0,5,3,2,0,0,6945,786,73556
Bailey County,Texas,44,1448,1954.0,2604,1268,316,723,297,65,52,5,8,0,72,72,0,0,0,0,0,0,0,0,1291,105,69830
Bandera County,Texas,44,9719,1161.0,1860,1201,340,240,79,64,35,29,0,0,39,17,5,17,0,31,31,0,0,0,3675,587,70965
Bastrop County,Texas,44,39198,12152.0,17845,11376,3048,2525,896,564,492,11,61,0,475,350,125,0,0,86,44,0,42,0,21845,2795,80151
Baylor County,Texas,44,1651,93.0,135,125,10,0,0,24,24,0,0,0,19,19,0,0,0,0,0,0,0,0,684,44,52716
Bee County,Texas,44,12800,1288.0,7752,6092,931,515,214,180,114,60,6,0,40,14,15,8,3,44,29,15,0,0,7267,1730,50283
Bell County,Texas,44,180153,30547.0,35876,24690,5812,3306,2068,4621,3917,486,215,3,5454,3826,1189,371,68,2045,1648,340,57,0,104609,23742,62858
Bexar County,Texas,44,754919,263827.0,451590,318734,64314,46962,21580,20184,15022,3201,1607,354,24940,15465,6228,2892,355,8730,5416,2079,960,275,541920,113966,67275
Blanco County,Texas,44,5687,807.0,820,527,142,63,88,84,84,0,0,0,139,119,20,0,0,1,1,0,0,0,1980,165,79717
Borden County,Texas,44,302,5.0,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,0,80625
Bosque County,Texas,44,8064,1282.0,1828,1369,231,188,40,31,24,7,0,0,50,37,13,0,0,2,0,2,0,0,3643,573,63868
Bowie County,Texas,44,50949,3841.0,2952,1594,653,652,53,446,389,48,9,0,514,334,119,35,26,105,87,9,9,0,21615,2925,56628
Brazoria County,Texas,44,161396,50952.0,50781,34844,8017,6246,1674,4175,3380,632,163,0,12660,7249,4141,1094,176,2673,2502,130,41,0,101457,18679,91972
Brazos County,Texas,44,125267,28684.0,26840,17030,4997,3715,1098,4528,3711,628,159,30,7186,4558,1863,683,82,1609,1284,264,49,12,95379,48764,57562
Brewster County,Texas,44,3668,969.0,1659,1060,447,40,112,12,12,0,0,0,81,81,0,0,0,50,50,0,0,0,2038,542,47747
Briscoe County,Texas,44,509,110.0,145,79,6,46,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227,26,35446
Brooks County,Texas,44,1017,641.0,3049,2665,102,127,155,0,0,0,0,0,21,21,0,0,0,0,0,0,0,0,1656,282,30566
Brown County,Texas,44,18033,1423.0,4287,3568,282,427,10,135,51,52,5,27,67,33,34,0,0,18,18,0,0,0,8410,1563,53792
Burleson County,Texas,44,8083,1322.0,2019,963,250,507,299,0,0,0,0,0,42,21,0,21,0,0,0,0,0,0,3717,428,71745
Burnet County,Texas,44,22927,3588.0,4824,2853,826,896,249,151,118,13,20,0,108,32,76,0,0,11,11,0,0,0,10458,1339,71482
Caldwell County,Texas,44,17736,5387.0,10483,6303,1959,1912,309,96,96,0,0,0,60,60,0,0,0,95,88,7,0,0,10364,1699,66779
Calhoun County,Texas,44,8281,2146.0,2860,1875,402,370,213,31,31,0,0,0,502,198,212,55,37,12,12,0,0,0,4278,688,62267
Callahan County,Texas,44,7385,185.0,513,488,20,5,0,88,88,0,0,0,59,20,0,39,0,0,0,0,0,0,2865,308,63906
Cameron County,Texas,44,57745,94927.0,179942,121545,19877,20644,17876,598,478,118,2,0,1329,736,326,267,0,218,217,0,1,0,124291,21083,47435
Camp County,Texas,44,5680,1075.0,1143,586,242,261,54,69,51,0,18,0,28,28,0,0,0,35,0,35,0,0,3389,546,53968
Carson County,Texas,44,3083,136.0,120,90,3,20,7,2,2,0,0,0,7,7,0,0,0,0,0,0,0,0,1192,86,83199
Cass County,Texas,44,14786,1047.0,542,369,89,35,49,143,114,0,29,0,364,136,162,66,0,26,26,0,0,0,5987,922,54303
Castro County,Texas,44,1702,1210.0,2279,1613,181,228,257,0,0,0,0,0,50,19,31,0,0,0,0,0,0,0,2017,185,59886
Chambers County,Texas,44,21797,3766.0,6373,4702,722,698,251,65,65,0,0,0,241,136,54,51,0,26,26,0,0,0,12200,2246,106103
Cherokee County,Texas,44,22488,5023.0,6310,3110,1495,1376,329,20,14,6,0,0,101,36,39,26,0,15,14,1,0,0,12248,2147,56971
Childress County,Texas,44,3437,587.0,1144,898,133,113,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,857,24,56063
Clay County,Texas,44,5543,267.0,312,212,68,14,18,29,29,0,0,0,31,10,14,7,0,8,8,0,0,0,1942,233,75227
Cochran County,Texas,44,603,393.0,786,548,84,72,82,33,0,25,8,0,0,0,0,0,0,1,1,0,0,0,585,68,41597
Coke County,Texas,44,1482,126.0,193,164,21,8,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,0,743,125,40230
Coleman County,Texas,44,3303,463.0,797,592,58,29,118,4,0,0,4,0,11,0,11,0,0,4,4,0,0,0,1535,62,51034
Collin County,Texas,44,462715,237675.0,82984,50948,14484,13039,4513,55645,44170,9207,1913,355,68953,46594,15780,5513,1066,16212,12123,3647,252,190,300094,56272,113255
Collingsworth County,Texas,44,1128,184.0,248,123,77,47,1,61,61,0,0,0,0,0,0,0,0,0,0,0,0,0,838,35,52045
Colorado County,Texas,44,8356,2081.0,2765,2080,327,341,17,40,34,6,0,0,15,15,0,0,0,29,29,0,0,0,4618,645,63352
Comal County,Texas,44,80287,10288.0,15428,11733,1560,1680,455,1397,1244,124,29,0,786,558,203,25,0,276,207,49,20,0,36860,5543,93744
Comanche County,Texas,44,5328,1437.0,1855,1105,356,317,77,125,120,5,0,0,28,24,0,4,0,14,14,0,0,0,2995,298,57383
Concho County,Texas,44,1017,367.0,783,354,61,223,145,33,0,6,0,27,17,1,0,16,0,0,0,0,0,0,649,54,55750
Cooke County,Texas,44,20603,3107.0,3388,1499,807,850,232,222,78,73,59,12,70,51,7,12,0,0,0,0,0,0,9194,1325,66374
Coryell County,Texas,44,45956,4895.0,6815,4977,1111,426,301,1279,1111,125,43,0,1074,734,306,34,0,196,145,39,12,0,20274,4615,63281
Cottle County,Texas,44,690,0.0,176,83,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425,44,47625
Crane County,Texas,44,1402,1120.0,1329,837,139,326,27,6,6,0,0,0,51,18,28,5,0,0,0,0,0,0,1089,122,71364
Crockett County,Texas,44,660,333.0,1064,910,0,83,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432,0,64103
Crosby County,Texas,44,1719,314.0,1132,903,126,75,28,6,6,0,0,0,38,17,2,19,0,0,0,0,0,0,1179,112,50268
Culberson County,Texas,44,295,197.0,1073,993,29,51,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,111,0,35924
Dallam County,Texas,44,2571,1607.0,1492,566,180,321,425,151,135,14,2,0,0,0,0,0,0,1,0,0,0,1,1731,141,71969
Dallas County,Texas,44,914162,641680.0,573652,283755,109604,122557,57736,52111,40053,8835,2794,429,70982,43860,16318,8968,1836,37057,27199,7431,1860,567,671838,115483,70732
Dawson County,Texas,44,4315,673.0,2960,2428,415,79,38,137,57,44,36,0,29,29,0,0,0,12,0,12,0,0,3139,384,45268
Deaf Smith County,Texas,44,4122,3075.0,6325,4471,876,736,242,8,8,0,0,0,9,0,9,0,0,7,7,0,0,0,5013,423,51942
Delta County,Texas,44,2886,70.0,105,62,24,19,0,9,9,0,0,0,10,10,0,0,0,0,0,0,0,0,1078,156,68491
Denton County,Texas,44,445810,147748.0,81709,50661,15789,11571,3688,23367,18625,3692,979,71,37396,22388,9818,4534,656,8254,7311,804,62,77,248503,56728,104180
DeWitt County,Texas,44,9379,541.0,2014,1518,239,196,61,53,51,2,0,0,57,43,14,0,0,7,0,7,0,0,4007,455,61100
Dickens County,Texas,44,707,79.0,173,134,30,4,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,235,18,46638
Dimmit County,Texas,44,1462,948.0,3253,2296,827,75,55,8,7,1,0,0,29,29,0,0,0,36,36,0,0,0,2736,298,27374
Donley County,Texas,44,1735,111.0,109,53,52,4,0,28,28,0,0,0,2,2,0,0,0,1,1,0,0,0,925,333,51711
Duval County,Texas,44,2437,170.0,3424,2976,192,218,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2640,181,50697
Eastland County,Texas,44,8801,700.0,1359,938,171,145,105,40,40,0,0,0,35,25,10,0,0,1,0,1,0,0,4088,1125,52902
Ector County,Texas,44,45717,25901.0,49458,35699,6742,4608,2409,732,562,83,87,0,957,688,221,48,0,857,785,70,2,0,45033,6419,70566
Edwards County,Texas,44,467,138.0,340,290,14,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393,1,40809
Ellis County,Texas,44,94025,15077.0,22944,14070,4099,3968,807,701,624,68,9,0,491,307,123,61,0,661,551,24,86,0,52423,8669,93248
El Paso County,Texas,44,151603,202514.0,363104,222985,79525,37615,22979,4814,3744,927,89,54,5097,3500,984,574,39,1703,1090,558,55,0,256296,60337,55417
Erath County,Texas,44,22837,3406.0,4323,2222,841,987,273,417,396,21,0,0,319,175,99,45,0,27,27,0,0,0,13653,6225,59654
Falls County,Texas,44,8448,966.0,1496,795,498,190,13,229,161,68,0,0,0,0,0,0,0,90,70,20,0,0,3813,749,45172
Fannin County,Texas,44,19370,1637.0,2308,1289,570,330,119,109,90,18,1,0,63,14,4,45,0,22,22,0,0,0,7686,1201,65835
Fayette County,Texas,44,10497,1987.0,2566,1901,293,358,14,131,125,6,0,0,46,46,0,0,0,0,0,0,0,0,4542,391,72881
Fisher County,Texas,44,1712,131.0,313,213,35,39,26,12,12,0,0,0,9,0,9,0,0,0,0,0,0,0,719,102,60461
Floyd County,Texas,44,1682,482.0,1282,980,110,128,64,6,6,0,0,0,16,16,0,0,0,0,0,0,0,0,1283,140,49321
Foard County,Texas,44,492,10.0,32,15,17,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,237,11,41944
Fort Bend County,Texas,44,284401,250012.0,96930,63176,18172,10933,4649,45261,35720,7585,1622,334,61398,36767,17185,6022,1424,21851,18753,2741,346,11,243493,46717,109987
Franklin County,Texas,44,4737,737.0,872,556,112,167,37,94,72,22,0,0,15,15,0,0,0,0,0,0,0,0,2000,326,67915
Freestone County,Texas,44,9746,1030.0,1483,1055,246,117,65,37,37,0,0,0,9,9,0,0,0,13,13,0,0,0,4139,424,55902
Frio County,Texas,44,5030,2396.0,6380,4157,1109,446,668,135,58,0,36,41,33,22,0,11,0,54,11,0,33,10,4461,860,56042
Gaines County,Texas,44,4662,5116.0,3637,2163,933,363,178,3585,2074,1395,116,0,59,59,0,0,0,34,34,0,0,0,5493,328,73299
Galveston County,Texas,44,167444,35881.0,36525,24213,5534,4777,2001,4285,3424,617,154,90,5666,3785,1298,373,210,817,705,112,0,0,90950,17697,83913
Garza County,Texas,44,2321,1183.0,1522,665,226,317,314,0,0,0,0,0,42,12,30,0,0,3,3,0,0,0,1033,191,56215
Gillespie County,Texas,44,10884,2645.0,2627,1379,621,422,205,212,137,24,51,0,58,41,17,0,0,0,0,0,0,0,5047,336,70162
Glasscock County,Texas,44,461,110.0,155,65,26,30,34,19,19,0,0,0,0,0,0,0,0,32,32,0,0,0,197,2,112188
Goliad County,Texas,44,3125,373.0,783,594,150,33,6,0,0,0,0,0,9,2,7,0,0,0,0,0,0,0,1432,193,58125
Gonzales County,Texas,44,7357,2253.0,3640,1902,755,698,285,10,10,0,0,0,121,41,23,57,0,15,15,0,0,0,4593,380,64255
Gray County,Texas,44,9717,2217.0,2675,1537,391,389,358,32,9,23,0,0,46,43,3,0,0,2,2,0,0,0,4937,452,54563
Grayson County,Texas,44,69341,9157.0,8933,4944,1641,2078,270,929,785,121,7,16,609,251,137,57,164,146,146,0,0,0,32277,6254,66608
Gregg County,Texas,44,59955,10571.0,11291,6835,2079,1649,728,559,380,165,9,5,762,544,94,104,20,235,215,20,0,0,31034,5688,63811
Grimes County,Texas,44,13559,1864.0,3687,2431,509,619,128,145,119,26,0,0,52,24,23,5,0,42,0,42,0,0,6795,912,63484
Guadalupe County,Texas,44,80902,11980.0,22878,17269,2931,2476,202,1161,899,183,79,0,1389,789,341,259,0,239,87,15,137,0,45471,8212,88111
Hale County,Texas,44,11069,3492.0,7906,5956,726,845,379,121,69,27,25,0,58,29,29,0,0,71,0,37,34,0,9076,1659,50721
Hall County,Texas,44,1054,331.0,523,369,73,74,7,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,668,123,43873
Hamilton County,Texas,44,3846,479.0,521,242,56,128,95,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1762,130,54890
Hansford County,Texas,44,1751,920.0,1283,638,319,320,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1426,164,62350
Hardeman County,Texas,44,1801,241.0,255,89,24,115,27,7,5,2,0,0,24,20,0,4,0,0,0,0,0,0,731,88,60455
Hardin County,Texas,44,31288,1005.0,1489,784,378,327,0,86,71,15,0,0,70,29,29,12,0,18,0,18,0,0,12849,1653,70164
Harris County,Texas,44,1571566,1238667.0,1092116,549117,201588,186613,154798,103665,79527,17261,5846,1031,144222,77428,39472,22851,4471,53914,40202,9833,2691,1188,1277778,237996,70789
Harrison County,Texas,44,36317,3267.0,3827,2032,774,748,273,127,89,38,0,0,203,137,52,14,0,134,102,32,0,0,16682,2855,63427
Hartley County,Texas,44,2607,474.0,656,444,127,78,7,44,38,6,0,0,0,0,0,0,0,0,0,0,0,0,1023,42,78065
Haskell County,Texas,44,2504,293.0,679,459,113,65,42,12,1,0,0,11,4,4,0,0,0,0,0,0,0,0,1114,78,52786
Hays County,Texas,44,116023,22773.0,40294,28663,6031,4582,1018,2832,2251,445,136,0,1654,1241,298,88,27,775,361,74,340,0,76064,27381,79990
Hemphill County,Texas,44,1191,539.0,665,360,97,208,0,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,741,70,67798
Henderson County,Texas,44,41047,3868.0,4980,3176,1067,661,76,252,146,94,12,0,308,114,107,15,72,5,5,0,0,0,16633,2965,59778
Hidalgo County,Texas,44,69120,228323.0,423569,266854,59132,43550,54033,1711,1360,281,70,0,3894,2595,746,486,67,546,375,99,23,49,274938,46346,49371
Hill County,Texas,44,16714,2299.0,3353,2129,524,585,115,139,97,42,0,0,158,62,52,40,4,14,10,4,0,0,8087,1329,60669
Hockley County,Texas,44,8085,1728.0,4286,3260,421,371,234,113,73,8,32,0,17,7,2,8,0,34,34,0,0,0,5966,1143,53283
Hood County,Texas,44,30240,2643.0,3233,1620,649,839,125,234,158,66,0,10,59,24,22,13,0,10,10,0,0,0,12078,1661,80013
Hopkins County,Texas,44,17396,3196.0,3569,2172,634,672,91,160,160,0,0,0,120,50,0,37,33,13,5,8,0,0,8566,1004,63766
Houston County,Texas,44,11379,649.0,1385,964,174,217,30,7,7,0,0,0,67,49,18,0,0,21,21,0,0,0,4499,783,51043
Howard County,Texas,44,15151,3402.0,6993,4557,868,924,644,241,138,30,73,0,128,115,7,6,0,79,59,9,11,0,7526,1348,67243
Hudspeth County,Texas,44,395,1229.0,1955,815,263,300,577,2,2,0,0,0,34,16,18,0,0,10,0,10,0,0,643,57,35163
Hunt County,Texas,44,52179,6937.0,7716,4427,1637,1069,583,382,315,10,57,0,642,388,154,53,47,350,125,220,5,0,25208,5002,66885
Hutchinson County,Texas,44,9759,954.0,2076,1485,442,118,31,37,20,17,0,0,29,9,1,19,0,1,1,0,0,0,5188,1034,62211
Irion County,Texas,44,624,60.0,233,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,396,23,54708
Jack County,Texas,44,4403,420.0,735,329,255,107,44,10,0,10,0,0,34,17,17,0,0,39,39,0,0,0,1911,227,58861
Jackson County,Texas,44,6445,1046.0,1798,918,431,399,50,38,27,11,0,0,53,29,22,2,0,0,0,0,0,0,3554,389,67176
Jasper County,Texas,44,17389,893.0,797,392,386,19,0,182,82,66,34,0,133,82,32,19,0,2,2,0,0,0,6555,521,48818
Jeff Davis County,Texas,44,749,220.0,109,63,46,0,0,12,8,4,0,0,0,0,0,0,0,0,0,0,0,0,219,0,38125
Jefferson County,Texas,44,117358,30822.0,30051,16396,5813,5617,2225,2610,1655,562,349,44,4403,2369,994,698,342,471,340,89,42,0,59109,9600,57294
Jim Hogg County,Texas,44,867,80.0,1943,1751,157,35,0,0,0,0,0,0,53,53,0,0,0,0,0,0,0,0,1098,172,42292
Jim Wells County,Texas,44,10619,1766.0,11327,9381,1145,747,54,115,96,19,0,0,49,40,0,9,0,226,226,0,0,0,9975,1409,46626
Johnson County,Texas,44,90296,10043.0,17414,9335,3895,2860,1324,644,323,250,71,0,1458,638,552,260,8,395,292,103,0,0,39388,5787,77058
Jones County,Texas,44,10725,887.0,2484,1791,380,235,78,148,148,0,0,0,51,31,20,0,0,32,32,0,0,0,3030,304,59361
Karnes County,Texas,44,6800,1229.0,2554,1610,357,210,377,97,59,38,0,0,132,15,38,79,0,38,6,0,0,32,2529,239,57798
Kaufman County,Texas,44,70541,14353.0,16679,11283,3450,1412,534,932,674,197,39,22,1087,641,379,67,0,1659,1233,334,0,92,42103,6607,84075
Kendall County,Texas,44,21872,3355.0,3834,2123,706,838,167,186,96,11,79,0,268,188,80,0,0,34,34,0,0,0,11059,1772,104196
Kenedy County,Texas,44,11,34.0,35,28,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,45455
Kent County,Texas,44,233,7.0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,19,68553
Kerr County,Texas,44,23352,4014.0,4545,3016,864,632,33,101,73,28,0,0,112,89,23,0,0,94,94,0,0,0,9883,1650,66713
Kimble County,Texas,44,1697,163.0,561,411,121,21,8,0,0,0,0,0,0,0,0,0,0,19,14,0,5,0,728,47,62386
King County,Texas,44,113,30.0,24,9,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,2,59375
Kinney County,Texas,44,1208,309.0,819,704,18,73,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,442,204,52386
Kleberg County,Texas,44,11717,1884.0,6949,5760,991,198,0,147,36,0,70,41,342,333,9,0,0,139,90,49,0,0,9708,4096,52487
Knox County,Texas,44,1303,274.0,538,360,141,21,16,53,5,48,0,0,0,0,0,0,0,0,0,0,0,0,835,131,48750
Lamar County,Texas,44,25872,2244.0,1583,1101,135,219,128,610,363,247,0,0,197,114,83,0,0,255,127,120,8,0,10916,1598,58246
Lamb County,Texas,44,3908,1309.0,3293,2378,172,548,195,24,14,10,0,0,0,0,0,0,0,0,0,0,0,0,3150,322,54519
Lampasas County,Texas,44,11070,1139.0,1244,862,266,77,39,330,327,3,0,0,67,40,14,13,0,0,0,0,0,0,4932,750,73269
La Salle County,Texas,44,1288,424.0,2896,2506,42,66,282,0,0,0,0,0,6,0,6,0,0,21,7,0,0,14,1930,329,62798
Lavaca County,Texas,44,9311,1085.0,1232,723,320,183,6,123,119,4,0,0,60,38,0,0,22,10,10,0,0,0,4463,471,58530
Lee County,Texas,44,8407,1221.0,1652,1039,361,160,92,62,62,0,0,0,62,38,0,11,13,0,0,0,0,0,3854,665,66448
Leon County,Texas,44,7479,743.0,1100,638,133,278,51,7,7,0,0,0,3,1,0,2,0,5,5,0,0,0,3365,331,57363
Liberty County,Texas,44,40206,10916.0,14935,8035,3232,2617,1051,195,131,64,0,0,227,166,61,0,0,84,77,7,0,0,22325,2102,59605
Limestone County,Texas,44,9749,2164.0,2698,1833,521,210,134,66,14,21,31,0,152,37,100,15,0,16,0,16,0,0,4485,544,53102
Lipscomb County,Texas,44,1119,447.0,492,204,110,88,90,0,0,0,0,0,6,6,0,0,0,25,0,6,19,0,772,93,71625
Live Oak County,Texas,44,4510,852.0,1973,1587,169,131,86,91,86,5,0,0,126,126,0,0,0,28,25,0,0,3,2122,211,55949
Llano County,Texas,44,9109,873.0,985,603,188,158,36,45,45,0,0,0,19,3,16,0,0,0,0,0,0,0,3264,187,64241
Loving County,Texas,44,34,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Lubbock County,Texas,44,153390,19365.0,37397,29948,4393,2019,1037,2048,1317,649,82,0,3600,2342,1024,200,34,1890,1308,417,165,0,99440,34002,61911
Lynn County,Texas,44,2339,196.0,820,622,120,65,13,26,23,3,0,0,10,3,6,1,0,7,7,0,0,0,1462,143,52996
McCulloch County,Texas,44,3092,417.0,1076,746,169,155,6,47,47,0,0,0,8,8,0,0,0,0,0,0,0,0,1536,180,53214
McLennan County,Texas,44,127111,22282.0,28286,12225,8681,4596,2784,1695,1313,357,25,0,2015,1139,627,225,24,456,178,273,5,0,77715,22733,59781
McMullen County,Texas,44,243,31.0,88,69,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,26,60313
Madison County,Texas,44,6687,1280.0,1751,998,263,303,187,86,76,10,0,0,27,19,0,8,0,0,0,0,0,0,3025,593,65768
Marion County,Texas,44,5176,281.0,155,32,47,21,55,27,27,0,0,0,28,28,0,0,0,0,0,0,0,0,1515,152,48040
Martin County,Texas,44,1906,513.0,1107,683,301,92,31,123,96,27,0,0,0,0,0,0,0,0,0,0,0,0,1347,189,70217
Mason County,Texas,44,1553,107.0,257,194,2,57,4,30,26,4,0,0,0,0,0,0,0,0,0,0,0,0,854,71,77583
Matagorda County,Texas,44,14129,3969.0,5906,4096,1034,551,225,180,151,29,0,0,355,19,336,0,0,0,0,0,0,0,9017,1202,56412
Maverick County,Texas,44,2812,17224.0,29713,18046,4996,4110,2561,40,40,0,0,0,23,0,23,0,0,460,318,110,32,0,16559,2198,48497
Medina County,Texas,44,22402,2959.0,8323,6021,1041,797,464,213,119,10,84,0,15,12,3,0,0,69,0,69,0,0,12362,1903,73060
Menard County,Texas,44,671,75.0,223,164,29,26,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362,15,40945
Midland County,Texas,44,65204,23103.0,34093,23321,5614,3154,2004,746,654,51,41,0,1757,988,330,211,228,1273,872,214,108,79,45569,6947,90123
Milam County,Texas,44,11137,1351.0,2786,1649,631,266,240,14,14,0,0,0,63,63,0,0,0,0,0,0,0,0,5831,1081,56985
Mills County,Texas,44,1795,254.0,575,480,19,76,0,14,14,0,0,0,4,3,0,1,0,0,0,0,0,0,910,58,59315
Mitchell County,Texas,44,4851,238.0,1126,893,68,165,0,23,23,0,0,0,6,0,6,0,0,13,13,0,0,0,1665,351,49869
Montague County,Texas,44,10142,618.0,1060,680,229,151,0,53,40,13,0,0,0,0,0,0,0,0,0,0,0,0,4453,478,63336
Montgomery County,Texas,44,284302,89082.0,78713,47461,13340,14062,3850,8756,7208,1251,126,171,7964,5530,1711,475,248,2492,2126,284,54,28,163362,23931,95946
Moore County,Texas,44,5130,5713.0,6329,3085,817,1262,1165,44,35,9,0,0,263,48,44,83,88,452,88,79,86,199,5540,661,59041
Morris County,Texas,44,5864,627.0,587,397,180,10,0,48,36,12,0,0,83,33,16,34,0,54,0,54,0,0,2778,334,51532
Motley County,Texas,44,581,13.0,44,39,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,11,66528
Nacogdoches County,Texas,44,33020,5056.0,6294,3122,1419,1233,520,202,137,65,0,0,350,286,13,51,0,28,28,0,0,0,21992,9240,51153
Navarro County,Texas,44,22256,6963.0,7473,4150,1607,1422,294,82,75,0,7,0,669,235,174,89,171,56,56,0,0,0,13274,2019,56261
Newton County,Texas,44,6865,126.0,19,8,11,0,0,25,25,0,0,0,29,4,25,0,0,0,0,0,0,0,2261,99,38871
Nolan County,Texas,44,5636,820.0,2325,1752,307,157,109,65,36,29,0,0,22,10,5,7,0,0,0,0,0,0,3442,362,47437
Nueces County,Texas,44,136357,31381.0,73037,57974,9324,4497,1242,1547,1316,173,58,0,3484,2227,877,324,56,582,444,138,0,0,85262,17493,64027
Ochiltree County,Texas,44,2726,3089.0,3107,1340,473,1036,258,22,22,0,0,0,0,0,0,0,0,3,0,0,0,3,2769,319,62240
Oldham County,Texas,44,960,156.0,197,113,59,16,9,5,5,0,0,0,12,10,0,2,0,0,0,0,0,0,698,39,71103
Orange County,Texas,44,45812,2789.0,3097,1872,786,403,36,942,621,81,240,0,325,170,59,95,1,55,52,0,0,3,19425,2929,71910
Palo Pinto County,Texas,44,14026,1450.0,2082,1313,437,267,65,138,87,0,51,0,37,37,0,0,0,0,0,0,0,0,6107,725,65242
Panola County,Texas,44,11558,813.0,924,673,135,41,75,82,82,0,0,0,189,150,39,0,0,5,5,0,0,0,4974,779,58205
Parker County,Texas,44,81088,7013.0,7775,4744,1502,1214,315,654,485,118,48,3,594,433,75,82,4,66,29,14,20,3,36041,5524,95721
Parmer County,Texas,44,2288,2392.0,3242,1878,535,554,275,62,52,10,0,0,0,0,0,0,0,1,1,0,0,0,2367,292,65575
